;minR1;maxR1;minR2;maxR2;minR3;maxR3;H2pn;CO2pn;CH4pn;H2pb;CO2pb;CH4pb;Qpb;Qpn
0;0.6666666666666667;4.666666666666667;1.3333333333333335;13.999999999999998;0.44444444444444453;3.4999999999999996;0.0001;7e-05;3e-05;2e-07;1e-07;4e-08;3976353.6438352535;8091.067115702212
