;ranks;R1;R2;Qp;model
130;130;2.9897337368433705;0.000623347803279879;0.8177344200094755;0
132;132;8.365691509170407;0.0005806236061999671;1.4256582983320367;0
133;133;0.14678103126497324;2.533769029157402e-05;10.46632462541476;0
135;135;13.120318162699302;0.00014643559363426746;0.08345920618430568;0
136;136;1.6513767134057948;2.1049059186121444e-06;22.163245970387404;0
137;137;0.4033858000672198;0.00022262298067388445;0.09649058573092983;0
138;138;0.006276756419823049;1.3654430815247538e-06;427.7381580025296;0
140;140;18.77442158686037;0.02420336224274464;0.03463888599107982;0
141;141;0.15006844610573564;4.42087367412195e-06;17.95213875404328;0
144;144;105.5280519157634;0.002006062638002057;0.137669291735967;0
146;146;0.9879735199404978;1.3836311354554873e-06;11.471503470798504;0
147;147;0.37711400742537027;6.752763378721691e-05;33.95203177335181;0
149;149;0.4379280436376494;7.264893157865852e-05;2.6951300796267628;0
150;150;1.2776914501233203;2.4055686841910494e-05;15.857994112334653;0
151;151;622.0084227690367;0.19052185113853695;0.0021872108209122203;0
152;152;0.020770704068590433;9.804913244933089e-07;239.10737597831186;0
153;153;0.20017479497338542;3.55104265818874e-05;101.52708110570758;0
154;154;0.005092580304123216;2.0622511242625144e-06;22.6551868264544;0
155;155;1.074268836223976;2.96220944963574e-05;3.359500466140704;0
156;156;33.61926362890064;0.0006082397809926169;0.08742520264217708;0
157;157;74.63100439505416;0.0009564380077082172;0.09691506468687312;0
158;158;0.036982919441924965;7.369772683470582e-06;50.44835111622031;0
159;159;2.4553220962062667;1.920522883164e-05;4.776778429197559;0
160;160;51.614396868752266;0.0009581141805862382;1.1099766521168881;0
161;161;13.751160229265063;2.6625904506684805e-05;2.616527064321339;0
162;162;70.4454660029745;0.00057363301980974;0.07793433018103144;0
166;166;4.12763816482995;0.002715803835279116;0.028331790860700142;0
169;169;0.032064192895509505;3.1814323432729956e-06;126.75565735720801;0
170;170;2.6735818766208275;0.00011904435472655655;3.670326396509114;0
171;171;73.0626658828907;0.03380215056616784;0.07995440262878728;0
172;172;19.68503144690909;0.0002516970886032421;0.5557626971562597;0
173;173;0.2498537282249909;1.5468304500987953e-05;42.33611056119479;0
174;174;0.2633323054117942;1.8576371752970933e-06;20.81101537076615;0
175;175;0.17418488166804125;0.0002434073412166611;17.638847501706454;0
177;177;72.58399041891035;0.00016876299631861684;1.0856065378451034;0
178;178;3.4400345624418804;0.00033562100156141097;2.8826061560519376;0
179;179;0.003036968800062703;9.956179931953817e-07;171.3214025526689;0
180;180;4.663255184711803;0.00010803816798536378;4.340057503026977;0
181;181;19.934178676804425;0.00020352586607747498;0.16668134387486042;0
182;182;5.111580118011658;6.143985178620593e-05;1.1472791913263478;0
183;183;1.125971342417628;0.001169436729704892;0.2785555822914036;0
186;186;40.01032111090638;0.017082424874341442;0.0481443429735728;0
187;187;0.8603461145614869;0.0001502438874176264;0.4283863407174884;0
188;188;42.9865094878808;0.0009001053929746991;0.39360976760037103;0
190;190;0.4046861458095247;2.0427844371916126e-05;27.941170141331902;0
191;191;5.233409838348284;2.8049770572887012e-05;0.7349097062949035;0
192;192;98.94790584979596;0.0019973129298424016;0.04098814310002051;0
195;195;0.10843240491306173;5.380301022863741e-06;122.41708431827006;0
196;196;30731.482355417495;1.0220291156221273;5.1600200315751366e-05;0
197;197;1.2032698578328405;1.9258552632272013e-05;11.532933794651195;0
198;198;0.006762941539516435;4.1100917111419024e-05;65.772464287581;0
201;201;499.4786223549123;0.008077711293407033;0.07194379214829959;0
202;202;2.70904112479156;0.01487202637238309;0.45142220819781304;0
206;206;0.03356590260989784;0.00021061828930027125;20.452429215380672;0
207;207;0.04728695101438977;5.461651331279537e-06;13.996941509826346;0
208;208;20.530318618015606;0.05352304988984805;0.10042697367122264;0
209;209;52.08083669088868;0.000119718342612621;0.892980948651361;0
210;210;5.424146592568107;4.576001540959612e-05;1.7105854332558887;0
213;213;0.28275816981117596;3.4598832567237e-05;2.744670381432263;0
215;215;116.49100537103054;0.0013011019116361416;0.26134646096379416;0
216;216;0.5901692596428438;4.137760993417494e-06;76.07547921821872;0
217;217;31.651689467187232;0.008440712255765785;0.04641308178490405;0
219;219;0.939837439713761;6.264869124023263e-05;2.852164050345018;0
220;220;0.4465889703834134;1.839014091741551e-06;5.567281479407692;0
221;221;1.5522419786487665;4.100022668981307e-06;84.67409677777849;0
222;222;0.5453205242364417;2.547794648914978e-05;7.701055354141949;0
223;223;13.532141956316776;0.0002869640149026737;1.1088587307555524;0
226;226;335.6671821713049;0.0003328669599384527;0.4214944318039382;0
227;227;0.09683135683057478;1.427020627601111e-05;15.833775907467038;0
228;228;0.40921129416488916;1.4381921383978706e-05;17.441304182636355;0
229;229;1.4592399871662702;0.0006688677064474811;0.9966347448997795;0
230;230;16.21901101613027;1.9680188096703684e-05;3.283523036334972;0
231;231;1930.9594020337388;0.04485189081168204;0.0048573338777034535;0
235;235;11.106425556960561;9.791426955871577e-06;7.812572360637583;0
239;239;97.87680407262667;0.0025101940023314227;0.032254202498790886;0
240;240;134.74112968327893;0.0038012558508825844;0.031257756596699895;0
241;241;72.711942511707;0.0016234920279142623;0.0266581860443249;0
242;242;115.86197652873344;0.0018178766746667827;0.06600886332985048;0
243;243;0.0020440572350106444;7.42202236127115e-07;193.43047204241068;0
244;244;12.971794349983718;9.155513508729404e-05;11.70736384794835;0
246;246;82.51030333789221;0.0005012703326972754;0.229849486010106;0
248;248;1.8386556790584243;6.989079180828518e-06;10.322677216236281;0
250;250;0.2790009277905567;2.3103690864304406e-05;42.79842815016844;0
251;251;0.19951715691022978;9.067859325610836e-05;8.195367651733791;0
252;252;3.0937557060510827;0.0007254645466327076;1.7949174119432278;0
253;253;0.15100257730983901;1.1508504009949964e-06;126.55089974904938;0
254;254;0.08102106445690933;2.190425277891492e-05;24.77990649438712;0
255;255;14.151976518106368;0.0002678273718619806;2.7308621857961666;0
256;256;3.5157022081026277;0.011189628090833868;0.06434378205232962;0
257;257;0.003882878313361635;1.26937242877481e-06;569.7380109478145;0
259;259;0.17255088049328793;0.00017771175821553457;4.438328129606215;0
260;260;2.2058432387689977;0.00025730860739897013;0.11074745869507992;0
262;262;1.1490742342567832;8.651532552300633e-06;5.243601840147551;0
263;263;274.337213263922;0.007784593364304713;0.004133168698942897;0
264;264;123.09736428192927;0.0013204148693040242;0.10629692149700158;0
266;266;0.3574640889952345;9.497737239704226e-05;3.070152994734987;0
267;267;1086.9879132650753;0.4309417868964111;4.595805141405364e-05;0
271;271;0.025865321069908596;1.2162961553992828e-05;37.26388334792649;0
274;274;683.9807243758986;0.002442870165623843;0.28101924143439405;0
275;275;0.1549185077789976;1.2983887608192217e-06;9.754520052945796;0
276;276;12.762587511274905;0.0020155965432839752;0.5098017914945276;0
278;278;36.127436658586625;0.0004178691638019153;0.08354638039131282;0
279;279;0.95949166879484;1.5705109504658606e-05;41.95690377209511;0
280;280;0.4993515630346851;1.5677481031866465e-05;28.98115971828776;0
282;282;55.60092520204627;0.0021107021699592384;0.11837011721885103;0
283;283;0.5411558949397003;2.2435968561885364e-06;129.11284084177723;0
284;284;0.7018195066319347;5.8169423072637035e-05;2.4051308485998324;0
285;285;1.9462131755448788;8.139700213855666e-05;8.301766916914186;0
287;287;16.71589738710854;0.0005361917045776083;0.2531472074879457;0
289;289;29.4614706616014;0.006481414459239906;0.21486864421134452;0
290;290;0.0692539514024162;1.3934489906048067e-05;4.730602765867826;0
291;291;14.860219330350137;0.018164191651596575;0.13005218719302614;0
292;292;2118.0758443574837;0.021637946517034753;0.0014262880032102454;0
293;293;9.050606524234697;0.00010389276463870876;2.4667172790362435;0
294;294;40486.82785853163;3.1795831635639558;3.389506961645149e-05;0
297;297;11.867424901757326;6.293061462608593e-05;2.2734097651611047;0
300;300;1.019749396288877;0.00013020430962706455;2.0027874991089787;0
301;301;1.1898177727980583;0.003958066617213662;0.9907378745203792;0
303;303;409.8871920793789;0.0020134539765716;0.05584257289126042;0
304;304;0.04996942326804008;7.213889753070125e-06;354.362937314889;0
305;305;0.6096287098242469;8.11476944132336e-06;7.234179582333938;0
306;306;0.13895093393783925;7.0874854721736715e-06;60.611343582430614;0
307;307;0.20650973119863839;7.55023369789711e-06;261.5063298649918;0
309;309;0.1855175813454259;3.8863113600882774e-05;52.69923189865769;0
311;311;0.13018793567549328;6.3308065582326764e-06;130.78623097110662;0
312;312;0.3356156129260678;6.896782280876712e-06;47.83621972641156;0
313;313;0.08981887374403866;1.4783085081360457e-05;10.185143791908922;0
314;314;0.4976682084470691;0.00011411517723439304;1.0145758276653756;0
315;315;0.04111978486396628;4.3655178002703097e-07;364.88749035823713;0
316;316;0.18107853933057277;5.053427331745789e-06;28.761706746371875;0
318;318;0.1966767275366132;3.326432908696073e-05;23.70977366284316;0
319;319;0.2843222583929589;9.355025942770848e-05;4.072808457677096;0
320;320;292.04304637570874;0.008118911096897984;0.03575173107278812;0
322;322;40.4415408615759;0.007510057108914132;0.07860660994459269;0
323;323;3.526379931998285;0.0012264655972993037;1.0872072267285353;0
324;324;0.41259127420088876;1.3398800150105497e-06;5.9649427971155;0
325;325;0.39407511335544326;0.0001333226914480125;7.561428581294581;0
328;328;85.25855166253754;0.0001524758598991679;0.10224581914184949;0
329;329;2.375769951223695;4.23299169861771e-06;12.976943392669265;0
330;330;0.2686554728435343;9.514354186962146e-06;10.294185036541919;0
331;331;205.05461744005572;0.009609962958318138;0.04136985304485672;0
332;332;0.536865442598328;0.0015997372378336633;2.956094924942534;0
333;333;0.2124987968033876;1.801331429036569e-05;17.35088653333338;0
334;334;0.1497214612072548;6.12547255405803e-06;3.721214541557162;0
337;337;18.649124825077703;0.00014907181317876578;0.3338122107151115;0
338;338;0.5930560837961882;0.0001209572712505369;3.1906530823639074;0
341;341;0.005006024292635875;6.381329781828698e-06;48.221411340629984;0
342;342;5.509735079671612;0.0039041183886434562;0.1365455278672884;0
344;344;0.12243205747489483;9.516654516045766e-06;1.8036719748061376;0
345;345;0.1526493560350816;2.1194743196168804e-06;23.376662898052484;0
346;346;0.5687720850798824;1.4192763869399284e-05;14.83644466166267;0
349;349;1.01702288476808;1.8401630920123063e-06;46.745313371891484;0
350;350;10.139545121261719;0.00024466608073756533;0.604225055554078;0
352;352;79.68875804200852;0.00463413332237932;0.02126559265008034;0
353;353;73.00966138209493;0.01274915876464365;0.06351216914842374;0
355;355;1.3625188953149192;3.203832503209327e-05;2.5483642661327606;0
356;356;25.556495582632532;4.932064950808084e-05;1.4666029499104316;0
357;357;1045.8246784401392;0.001030771269628571;0.05240644225999438;0
358;358;215.95095648145855;0.022373742199653483;0.09119066654632674;0
360;360;0.08651495010129373;3.299721930701055e-05;24.815439048595472;0
361;361;0.025887057968212602;3.6131623775656124e-06;34.56878035407587;0
363;363;2394.074046182015;0.01825142861313229;0.07003813448401393;0
364;364;0.2997415940596403;2.6646998447170476e-06;44.45133836709252;0
366;366;8.380409947288955;5.147963298319163e-05;0.3605695925956119;0
367;367;0.009550898835344969;7.789979153380571e-06;13.82796277539634;0
369;369;0.0011660545016055094;5.841455596901398e-07;66.732298432369;0
371;371;1.5620712184864303;9.847301844738114e-06;1.5186089984119948;0
372;372;0.31358163012445994;4.952020861523939e-06;10.68312613203113;0
373;373;0.16087051711392128;2.5239580898351177e-05;9.465259350930866;0
374;374;58.59642589993589;0.001028594005235726;0.07168638092463384;0
375;375;0.9848087422049366;0.0010299437839245734;0.8097795251475329;0
376;376;1.445007896078784;1.3462180838029893e-05;17.488857550021244;0
377;377;4.656854317313318;0.00020094510108898867;2.0610586467332768;0
378;378;26.287919093909498;0.0004916131031451609;0.23498022677782116;0
380;380;7.809105521467052;0.022454127728754363;0.26334882272244275;0
381;381;2050.0127395897857;0.33100010767181354;0.0006873174383289407;0
383;383;8.447442820866431;0.0036438346924879345;0.40357081686072477;0
384;384;0.02593324986273797;0.0001460743656914495;3.9824658715754;0
385;385;0.7200610171216146;3.737608493624802e-06;142.90279679601989;0
388;388;0.3681311449703032;5.070267152103452e-06;13.321203893401496;0
390;390;0.24188279145192992;4.30789434602657e-06;28.384313008889688;0
391;391;0.016390203790973328;0.00012642799108608237;24.4418989147185;0
392;392;350.73350330103375;0.0004385391708878797;0.025635290188942245;0
393;393;0.8775269967758281;4.387007454579988e-05;2.6031098979308;0
394;394;0.020413354452889748;4.7521388090642415e-05;10.789485760108624;0
396;396;1.153790091666469;0.00012554653918646317;5.6715870997865245;0
399;399;2.3321857910114376;5.219677792410807e-05;11.04409796358026;0
400;400;43.745174045875835;0.009437045516370986;0.1586513010203053;0
401;401;0.04857643564276843;1.597698419660695e-06;44.75885252693413;0
403;403;0.6532175568129932;7.543395399781798e-05;13.41876157494742;0
405;405;0.9673384545021937;0.0002250480093237123;0.9766138795450358;0
406;406;11.456436197071078;0.005003249938053843;0.1845190024375449;0
407;407;0.6010653838950072;2.916419463940165e-06;10.453099398261331;0
408;408;2.7210440378604495;6.389526082474196e-05;1.4948905358841533;0
409;409;1.4600157646436724;3.841942113720068e-05;1.8381534931740844;0
410;410;0.06055318849192684;7.43592807534764e-05;21.973866798453127;0
411;411;11.341421256447983;0.0994783299148944;0.07304704324689838;0
413;413;24.54621166388927;7.84643648482486e-05;0.40504915717718354;0
414;414;0.16506874684062237;1.826572074660197e-06;30.37908112298939;0
415;415;281.25560747249534;0.003661148902018276;0.10396559903442217;0
416;416;27.745506705269563;0.0027681056178148343;0.975350717130837;0
417;417;15.972330202967264;0.0002770392996511141;0.9945415459869964;0
419;419;0.6705662993721011;6.547252176499632e-05;23.59546307722052;0
420;420;104.86839034173069;0.00030327331932173323;0.4535146866696293;0
422;422;0.17811713767171083;6.627555788703701e-06;77.15819741796491;0
423;423;6.540098972397498;0.0209013631292513;0.24789757060529538;0
425;425;0.0738829153483424;0.00017434220315888752;13.924002196186969;0
428;428;946.9917743467958;0.19356841836400301;0.0003332130487972454;0
429;429;606.2610218171931;0.01520264664238796;0.054440455497560006;0
430;430;0.5498055546846148;3.9976566441657995e-05;10.146440185605272;0
431;431;21.375587762224875;0.0008459021667771888;0.07404682292267445;0
432;432;3.300577797489981;0.0006523721535753843;1.3561357525827429;0
433;433;83.67245411168014;0.005559830883301565;0.1871904884125766;0
435;435;2.1545138492583447;0.0016676472591330906;0.803284296205645;0
437;437;0.027001933996652412;3.773951277022472e-05;87.72261957597557;0
438;438;0.2442560221946599;0.0004185978515335867;3.064507560717389;0
439;439;39.62050095746322;0.0016481722765842011;0.10591379122264744;0
440;440;6.368668048092054;0.00015440397225127448;0.4886745358446248;0
441;441;6.0735002056011;4.856376783067619e-06;9.790033392617525;0
443;443;417.91073918593577;0.001357157811997143;0.12474044011681713;0
444;444;6.167797306995175;2.663490629042049e-06;9.65554268246262;0
446;446;33.70558414293452;0.0002278857696307174;0.472202474678962;0
447;447;0.0011783582105332796;6.258031532802216e-06;576.7141791863371;0
448;448;3.0302197979344183;0.00033336494162440475;3.962399822825575;0
449;449;4.0546126850805715;0.00018537211972727267;1.8278887517223499;0
450;450;0.0769573607466374;1.252838895598764e-06;34.080287015098065;0
452;452;2.748875443530406;1.6778315114069062e-05;1.5458476515276902;0
453;453;0.02795254196923705;1.2107452219740798e-05;18.759165239336003;0
454;454;0.10284555252816885;2.3320999662340917e-06;125.34553536243887;0
455;455;0.39602562957341686;2.81839728041724e-05;47.516494251221005;0
456;456;1.9809448088822352;1.2454078324420154e-05;9.680861497519146;0
458;458;1.7850441603932774;4.276864901544272e-05;1.0661136200687273;0
459;459;24.429818105591913;0.0003035878282243774;1.3881681409582545;0
462;462;7.2382682981465285;0.0013147535356723666;0.5076699423498547;0
464;464;55.394713759858064;0.0007944421443110691;0.12532607891058456;0
465;465;78.61912031373798;0.0006787761921525865;1.1428356532613249;0
466;466;13.645977894969077;0.0005049936818635644;0.15235056559767177;0
469;469;98.35796556548623;0.0008654801507271859;0.07916734027452259;0
471;471;0.04200038122343586;1.0523983002484571e-05;36.67241216206617;0
472;472;0.0037332287965334285;3.903527946152988e-05;101.54479592022379;0
474;474;0.20727295592502257;5.269950530789166e-06;43.21320023032318;0
475;475;0.01917472719566418;3.951580159726989e-05;32.895638010418025;0
478;478;1.4398914504337939;0.01090474411492226;0.5554808484047357;0
480;480;112.30154628562414;0.00023604109093094803;0.4697635984439916;0
481;481;27.984157369743016;2.2697886766746577e-05;2.06009550851909;0
484;484;0.263833640885225;8.654383675002875e-06;8.850717538731427;0
485;485;245.84798232376872;0.0024050731187133896;0.039435264394051026;0
487;487;0.0014574100533062608;4.157473457896001e-06;746.5886844413182;0
489;489;781.894823444425;0.002025202631368823;0.15675836694967518;0
491;491;0.5781133168978826;0.00014331579407703653;7.103710774142185;0
492;492;12.904404395900876;0.003853384628835433;0.013013111753983701;0
493;493;4.072744851866004;4.412709550038808e-05;0.34024521348015874;0
494;494;24.923864847359816;0.005691625682050594;0.03484797638681838;0
495;495;403.9341443698825;0.0007429885102964629;0.07265898873794376;0
496;496;2.6297817167928743;0.00020519298552099382;0.584920257880401;0
497;497;7.196097750091063;1.2065478386898404e-05;0.9639187639152217;0
498;498;61.38975623223168;0.006757324712500924;0.24885386834445558;0
499;499;2.358932845746456;5.671900473001977e-05;1.9812249908419266;0
500;500;223.33054742663506;0.0005554237603991774;0.2108234617519731;0
501;501;0.38756619169905304;6.916063023252755e-05;0.9475447483240022;0
503;503;0.037195849676804296;5.852108972341582e-05;8.748926693287286;0
504;504;108.4526155593159;0.004305998572345111;0.0930106697691281;0
505;505;30.824323476174786;0.00015063733851577443;4.683704377663772;0
506;506;0.0476827655611749;1.464839266258619e-05;24.046252704686044;0
507;507;0.013060798389048316;2.009936697320782e-06;104.59374540888471;0
508;508;12.882023593273884;0.0014788432565016002;0.10209177658505753;0
510;510;2.730940410616157;8.321720514018598e-05;3.163501979697984;0
511;511;71.33179555593476;0.001247880213385112;0.17423452108295026;0
512;512;306.105707630571;0.005883762275863679;0.18281875144634308;0
513;513;0.4942419184395749;1.2831716537872266e-05;42.61283192859921;0
514;514;0.022443564959795163;2.496158735112598e-05;78.89678885477858;0
515;515;3.023553782774743;0.0005640794144381074;6.245861778504061;0
517;517;2.9088899184979575;0.0008387996170112547;0.17967313280800168;0
518;518;109.02861720020212;0.000374566332848529;0.8535568478258648;0
519;519;0.012088491243739908;4.99896903065529e-07;204.5940265216578;0
520;520;0.20701707175057957;4.6207613259349776e-05;19.766959847033416;0
521;521;34.59904116243215;0.0005792512435338401;0.21692187420141515;0
522;522;426.6228591165495;0.0032373280118603463;0.06616658765593629;0
524;524;0.01522947720413293;3.910157076044258e-05;19.415958720588666;0
527;527;1.2931053326385302;0.0001133760679444329;7.24413462592398;0
528;528;0.1101665444584295;7.546536773719817e-07;59.80108051454149;0
530;530;175.06149402912132;0.03763450349830538;0.032359152442767485;0
531;531;885.9085690802895;0.017414400698553153;0.04480309316484476;0
533;533;1.6827964713330015;0.00016121912820974424;2.681414519989556;0
536;536;1.6768141602817728;1.0694630777894936e-05;13.515494997268117;0
538;538;0.018845239800826086;1.1039562261182289e-05;56.563367899291286;0
539;539;2.66815641957954;2.949239586668442e-05;3.479676703530218;0
540;540;9.522620590675652;0.00024884326771407064;2.7420715292425712;0
542;542;41.26780215649772;0.0074083860410417614;0.0934147003873765;0
543;543;3.9080702537133862;3.146451388237158e-05;4.150516620776659;0
544;544;0.07281055288364134;1.6356046591742153e-06;36.83967382982949;0
545;545;11.353408992537089;0.007694411787002437;0.059604698464063334;0
546;546;63.38384979536573;0.0003638369204234603;0.1111380411081838;0
549;549;2.0827961365402863;5.30937603792173e-05;2.8919874919242687;0
550;550;84.63823182793472;0.008274687533132524;0.23207417696824964;0
551;551;0.6580279070740308;0.0020032849161740304;0.9475357894259185;0
552;552;0.008392044963153116;5.7082756408866715e-05;97.03595673145061;0
553;553;1.9492930625435985;4.411834389547812e-05;19.765446619307184;0
554;554;41.16680088778826;0.0029016092073685597;0.11859558664145738;0
557;557;6.673415843569978;6.1127274048776335e-06;5.650498161588738;0
558;558;238.86558727971052;0.010476707029617593;0.1961386912134654;0
560;560;904.736414808705;0.009970710397759123;0.05979938280685308;0
561;561;10.554035555836883;0.013642754702541912;0.0636748478412759;0
562;562;0.7464917056847596;0.00030882766736647476;0.7863865228203609;0
564;564;0.05919653485151955;1.2267190972012751e-06;520.8885712403129;0
565;565;190.73537687444139;0.001396605936486368;0.03368668402429479;0
566;566;177.34849827608227;0.00026440496152803735;0.23208941214706608;0
567;567;0.01680937450699096;2.0712222238118825e-05;51.35566267426078;0
568;568;10.238327886964875;0.00014082727309406543;3.003066162704858;0
569;569;1.2890550853840979;1.052958721193601e-05;25.021064803632555;0
570;570;0.020464735325650515;7.193401023742938e-06;29.291881627856164;0
571;571;3.8760593780659196;0.001074074334187807;0.1095627592535332;0
572;572;23.763717844378107;1.1885137609828311e-05;5.377325818107726;0
574;574;144.80125536616097;0.24319959667222593;0.0005121615408927871;0
577;577;24.733071333947812;0.00011232826974934256;5.777351602337126;0
578;578;0.26592238874549873;0.00024332961625475122;7.308404050950979;0
580;580;1.3057195518595819;0.0019287764871865403;1.064295484224562;0
584;584;25.221932576116757;0.017302126649195396;0.03716399638967285;0
585;585;266.3113827186027;0.001793383957051458;0.008507827744123585;0
586;586;0.006270001318653934;6.94070742486537e-05;64.26540231203215;0
587;587;0.009409682047310575;1.3325995734078953e-05;22.150231651712843;0
