;R1;FH2;FCH4;models;model
0;-2.1411456300214216;4.855931959848052;6.997077589869473;uninhabitable;0
1;-0.005323829527804087;5.0500231943074345;5.055347023835238;uninhabitable;0
2;-1.1710982967127228;4.8392396163864735;6.010337913099196;uninhabitable;0
3;2.207337731867391;8.707391880196775;6.500054148329386;inhabited;2
4;-2.3104170309826957;3.9611359059945506;6.271552936977247;uninhabitable;0
5;1.6998489146351523;6.794227319491457;5.094378404856305;uninhabitable;0
6;-0.16301202985160346;5.127748220865842;5.290760250717446;uninhabitable;0
7;2.763176999660421;9.161027044495473;6.397850044835051;habitable;1
8;1.931786439658408;9.07865500002636;7.146868560367953;inhabited;2
9;-1.7232628730066826;5.08734030203944;6.810603175046123;uninhabitable;0
10;-1.1933723037427524;4.754646026964042;5.948018330706794;uninhabitable;0
11;1.0802731066534415;9.95832402686501;8.878050920211571;inhabited;2
12;-0.8676146643869295;4.473585978363658;5.341200642750588;uninhabitable;0
13;1.6883837517927192;8.992047358741594;7.3036636069488745;inhabited;2
14;1.094771316299669;5.657291920649392;4.562520604349723;uninhabitable;0
15;0.8150224619875299;5.499042191213013;4.684019729225483;uninhabitable;0
16;0.8053460822400388;7.183512622044756;6.378166539804718;uninhabitable;0
17;2.2575685936653183;8.121105542237181;5.863536948571863;habitable;1
18;0.2923362591608584;5.117238774504484;4.824902515343625;uninhabitable;0
19;1.5392597756426016;5.264616824368602;3.7253570487260004;uninhabitable;0
20;1.4917385803990473;7.237306185871597;5.74556760547255;uninhabitable;0
21;-0.32100430270852953;5.404104570640936;5.725108873349465;uninhabitable;0
22;0.9151575046465156;8.094397778963442;7.179240274316927;uninhabitable;0
23;1.3403961181381345;8.927728688346361;7.587332570208226;inhabited;2
24;1.074538416814924;8.250479908314196;7.175941491499271;uninhabitable;0
25;2.1499892765316404;7.013217302789002;4.863228026257361;uninhabitable;0
26;2.791823752791476;8.966699965829996;6.1748762130385195;habitable;1
27;-0.5285099108611033;7.150859600335348;7.679369511196451;uninhabitable;0
28;1.491038469487056;5.467587015364541;3.9765485458774847;uninhabitable;0
29;0.21707898612707888;4.556764069562145;4.339685083435066;uninhabitable;0
30;-0.8676103481594554;4.527046644813434;5.394656992972889;uninhabitable;0
31;2.4332294735898885;7.896131392781296;5.462901919191408;uninhabitable;0
32;2.7444853187647555;10.185227641572904;7.440742322808149;habitable;1
33;-0.8023253485405263;3.9055015389419565;4.707826887482483;uninhabitable;0
34;0.40733565271568084;5.594035447404132;5.186699794688452;uninhabitable;0
35;1.8409658232291128;8.347467197966102;6.50650137473699;habitable;1
36;1.897630276188782;9.044004232746408;7.1463739565576265;habitable;1
37;-0.6100012061446787;6.036996267709746;6.646997473854425;uninhabitable;0
38;2.443020564361772;8.326912282767102;5.88389171840533;inhabited;2
39;-0.29224388320981987;5.100193789516916;5.392437672726736;uninhabitable;0
40;0.21853680892073893;4.935215761456609;4.7166789525358706;uninhabitable;0
41;2.1847891431583877;6.738333636797412;4.553544493639024;uninhabitable;0
42;-1.343277242172577;4.681874406856606;6.0251516490291825;uninhabitable;0
43;0.9878502181517281;7.482305969525781;6.494455751374052;uninhabitable;0
44;2.5831285058877147;8.089331217383647;5.5062027114959315;habitable;1
45;-0.8081517199050066;4.53215407270055;5.340305792605557;uninhabitable;0
46;3.3735962966072304;10.129387973355673;6.755791676748443;habitable;1
47;-0.15377940539786925;6.764733084526622;6.918512489924492;uninhabitable;0
48;4.605010999885831;9.695101232338677;5.090090232452846;habitable;1
49;-1.234973209722435;5.165727293095456;6.400700502817891;uninhabitable;0
50;0.8640609970520531;6.034996323455721;5.170935326403669;uninhabitable;0
51;1.1449320000885899;8.09657548506592;6.95164348497733;uninhabitable;0
52;0.929826505037605;9.98373066955637;9.053904164518766;inhabited;2
53;-1.2045992911175714;5.064545555107994;6.269144846225566;uninhabitable;0
54;1.6331060431543143;7.3771822917675784;5.744076248613264;uninhabitable;0
55;1.6939821405942421;9.869744253746173;8.175762113151931;inhabited;2
56;2.5919037782333576;8.418870787895012;5.826967009661654;inhabited;2
57;1.7749882352390551;8.048592439328399;6.273604204089344;uninhabitable;0
58;2.426293946967832;7.061011056693972;4.6347171097261395;uninhabitable;0
59;1.6213113291047938;8.906692936349755;7.285381607244962;inhabited;2
60;0.3492182326787387;5.857527044572253;5.508308811893515;uninhabitable;0
61;3.5635127409074587;9.017734508470637;5.454221767563179;habitable;1
62;0.10772794085060895;7.064751493738825;6.9570235528882165;uninhabitable;0
63;0.48730876914504795;6.470993054786955;5.983684285641908;uninhabitable;0
64;3.893625870676983;8.915444235607199;5.021818364930215;uninhabitable;0
65;0.14669990226882115;5.4062460776930426;5.259546175424221;uninhabitable;0
66;-0.012647452518445413;5.365374462819443;5.378021915337889;uninhabitable;0
67;-0.9722164115573042;5.606219460069208;6.578435871626512;uninhabitable;0
68;1.0485407578285086;6.336890539854491;5.288349782025982;uninhabitable;0
69;1.783641146308527;9.370021802709271;7.5863806564007445;inhabited;2
70;2.238084383030609;8.47206750059251;6.233983117561902;inhabited;2
71;-0.737371539338948;5.181939414369649;5.919310953708597;uninhabitable;0
72;0.7148854130666066;7.049365472980367;6.33448005991376;uninhabitable;0
73;2.632025206755179;6.941583695370547;4.309558488615369;uninhabitable;0
74;2.1200973113263695;6.812325767390208;4.692228456063838;uninhabitable;0
75;0.25597310531170053;4.877851143195574;4.6218780378838735;uninhabitable;0
76;1.33367097980367;7.385206137613234;6.051535157809564;uninhabitable;0
77;2.377565105995057;6.886229983006809;4.508664877011753;uninhabitable;0
